CHEMICAL_ID,SUB_PATHWAY,SUPER_PATHWAY,BIOCHEMICAL_NAME,CAS,KEGG,HMDB,PUBCHEM
100002003,Steroid,Lipid,21-hydroxypregnenolone monosulfate (1),88378-34-1,,,174681.0
100002008,Steroid,Lipid,"5alpha-androstan-3alpha,17alpha-diol monosulfate",,,,
100002009,Steroid,Lipid,"5alpha-pregnan-3beta,20beta-diol monosulfate (1)",,,,
100002014,Steroid,Lipid,"5alpha-pregnan-3beta,20alpha-diol monosulfate (2)",,,,
100002015,Steroid,Lipid,5alpha-pregnan-diol disulfate,,,,5127902.0
100002017,Steroid,Lipid,"5alpha-androstan-3alpha,17beta-diol disulfate",,,,
100002018,Steroid,Lipid,"5alpha-androstan-3alpha,17beta-diol monosulfate (1)",,,,
100002021,Steroid,Lipid,"5alpha-androstan-3beta,17alpha-diol disulfate",,,,
100002024,Steroid,Lipid,"5alpha-androstan-3beta,17beta-diol monosulfate (2)",,,,
100002026,Steroid,Lipid,"androstenediol (3alpha, 17alpha) monosulfate (2)",,,,
100002027,Steroid,Lipid,"androstenediol (3alpha, 17alpha) monosulfate (3)",,,,
100002028,Steroid,Lipid,"androstenediol (3beta,17beta) monosulfate (1)",521-17-5,,HMDB03818,13847309.0
100002029,Steroid,Lipid,"androstenediol (3beta,17beta) monosulfate (2)",,,,
100002035,Steroid,Lipid,"5alpha-pregnan-3beta-ol,20-one sulfate",7730-00-9,,,
100002049,Drug,Xenobiotics,4-hydroxycoumarin,1076-38-6,C20414,,54682930.0
100002060,Lysolipid,Lipid,1-docosahexaenoyl-GPE (22:6)*,,,HMDB11496,
100002063,Lysolipid,Lipid,1-docosapentaenoyl-GPC (22:5n3)*,,,,
100002067,Steroid,Lipid,pregnenediol sulfate (C21H34O5S)*,1247-64-9,,,
100002070,"Fatty Acid, Dicarboxylate",Lipid,2-hydroxyglutarate,40951-21-1,C02630,HMDB0059655,43.0
100002094,Tocopherol Metabolism,Cofactors and Vitamins,gamma-CEHC,178167-75-4,,HMDB01931,133098.0
100002102,"Pyrimidine Metabolism, Uracil containing",Nucleotide,N-acetyl-beta-alanine,3025-95-4,C01073,,76406.0
100002106,Sphingolipid Metabolism,Lipid,"sphingomyelin (d18:1/18:1, d18:2/18:0)",108392-10-5,,HMDB12101,6443882.0
100002107,Sphingolipid Metabolism,Lipid,palmitoyl sphingomyelin (d18:1/16:0),6254-89-3,,,9939941.0
100002122,Benzoate Metabolism,Xenobiotics,3-hydroxyhippurate,1637-75-8,,HMDB06116,450268.0
100002126,Steroid,Lipid,16a-hydroxy DHEA 3-sulfate,,,,
100002128,Steroid,Lipid,17alpha-hydroxypregnenolone 3-sulfate,28901-70-4,,HMDB00416,152971.0
100002129,Steroid,Lipid,pregnenolone sulfate,1247-64-9,,HMDB00774,105074.0
100002152,Steroid,Lipid,andro steroid monosulfate C19H28O6S (1)*,,C04555,HMDB02759,
100002153,Food Component/Plant,Xenobiotics,betonicine,515-25-3,C08269,HMDB29412,164642.0
100002154,Food Component/Plant,Xenobiotics,ergothioneine,58511-63-0,C05570,HMDB03045,3032311.0
100002171,Lysolipid,Lipid,1-margaroyl-GPE (17:0)*,,,,
100002173,Lysolipid,Lipid,1-pentadecanoyl-GPC (15:0)*,,,HMDB10381,
100002183,"Methionine, Cysteine, SAM and Taurine Metabolism",Amino Acid,S-methylmethionine,12/7/93,C05319,HMDB38670,458.0
100002185,Tryptophan Metabolism,Amino Acid,indole-3-carboxylate,771-50-6,C19837,HMDB03320,69867.0
100002196,"Fatty Acid, Monohydroxy",Lipid,13-HODE + 9-HODE,,,,43013.0
100002199,"Fatty Acid, Dicarboxylate",Lipid,tridecenedioate (C13:1-DC)*,,,,
100002204,Histidine Metabolism,Amino Acid,N-acetyl-3-methylhistidine*,37841-04-6,,,193270.0
100002227,Sterol,Lipid,4-cholesten-3-one,601-57-0,C00599,HMDB00921,91477.0
100002249,Lysine Metabolism,Amino Acid,N-acetyl-cadaverine,32343-73-0,,HMDB02284,189087.0
100002253,Food Component/Plant,Xenobiotics,cinnamoylglycine,16534-24-0,,HMDB11621,709625.0
100002259,Fatty Acid Metabolism(Acyl Carnitine),Lipid,cis-4-decenoylcarnitine (C10:1),98930-66-6,,,
100002293,Dipeptide,Peptide,phenylalanylphenylalanine,2577-40-4,,,6993090.0
100002321,Drug,Xenobiotics,,,,,
100002324,Drug,Xenobiotics,S-carboxymethyl-L-cysteine,638-23-3,C03727,HMDB29415,1080.0
100002356,"Fatty Acid, Branched",Lipid,(16 or 17)-methylstearate (a19:0 or i19:0),2724-59-6,,HMDB37397,3083779.0
100002394,Drug,Xenobiotics,1-hydroxy-2-naphthalenecarboxylate,86-48-6,C03203,,6844.0
100002405,Drug,Xenobiotics,metformin,1115-70-4,C07151,HMDB01921,4091.0
100002406,Drug,Xenobiotics,ibuprofen acyl glucuronide,115075-59-7,,,163959.0
100002410,Drug,Xenobiotics,,,,,
100002417,Food Component/Plant,Xenobiotics,"2,3-dihydroxyisovalerate",1756-18-9,C04039,HMDB12141,677.0
100002454,Drug,Xenobiotics,,,,,
100002458,"Leucine, Isoleucine and Valine Metabolism",Amino Acid,3-methylglutaconate,5746-90-7,,HMDB00522,1551553.0
100002462,Lysine Metabolism,Amino Acid,5-(galactosylhydroxy)-L-lysine,32448-36-5,,,123986.0
100002488,Secondary Bile Acid Metabolism,Lipid,isoursodeoxycholate,78919-26-3,C17662,HMDB00686,127601.0
100002489,Drug,Xenobiotics,oxypurinol,2465-59-0,D02365,HMDB00786,4644.0
100002514,Histidine Metabolism,Amino Acid,hydantoin-5-propionate,5624-26-0,C05565,HMDB01212,782.0
100002528,Chemical,Xenobiotics,sulfate*,14808-79-8,C00059,HMDB01448,1118.0
100002537,"Fatty Acid, Dicarboxylate",Lipid,4-hydroxy-2-oxoglutaric acid,1187-99-1,C01127,HMDB02070,599.0
100002544,Glutamate Metabolism,Amino Acid,4-hydroxyglutamate,2485-33-8,C03079,HMDB01344,439902.0
100002568,Hemoglobin and Porphyrin Metabolism,Cofactors and Vitamins,L-urobilin,34217-90-8,C05793,HMDB04159,5280818.0
100002717,Tobacco Metabolite,Xenobiotics,hydroxycotinine,34834-67-8,,HMDB01390,10219774.0
100002719,Tobacco Metabolite,Xenobiotics,cotinine N-oxide,36508-80-2,,HMDB01411,9815514.0
100002725,Drug,Xenobiotics,omeprazole,73590-58-6,C07324,HMDB01913,4594.0
100002726,Drug,Xenobiotics,atenolol,29122-68-7,D00235,HMDB01924,2249.0
100002732,Drug,Xenobiotics,diphenhydramine,147-24-0,C06960,HMDB01927,3100.0
100002734,Drug,Xenobiotics,hydrochlorothiazide,58-93-5,C07041,HMDB01928,3639.0
100002735,Drug,Xenobiotics,ranitidine,66357-59-3,D00422,HMDB01930,3001055.0
100002738,Drug,Xenobiotics,,,,,
100002749,"Methionine, Cysteine, SAM and Taurine Metabolism",Amino Acid,S-methylcysteine,1187-84-4,,HMDB02108,24417.0
100002761,Androgenic Steroids,Lipid,androsterone glucuronide,1852-43-3,C11135,HMDB02829,114833.0
100002769,Urea cycle; Arginine and Proline Metabolism,Amino Acid,argininate*,157-07-3,,HMDB03148,160437.0
100002773,Food Component/Plant,Xenobiotics,solanidine,80-78-4,C06543,HMDB03236,65727.0
100002784,,,2-oxoarginine*,10/4/15,C03771,HMDB04225,558.0
100002796,Medium Chain Fatty Acid,Lipid,cis-4-decenoate (10:1n6)*,505-90-8,,,5312351.0
100002802,Drug,Xenobiotics,,,,,
100002804,Drug,Xenobiotics,sertraline,79559-97-0,C07246,HMDB05010,68617.0
100002805,Drug,Xenobiotics,,,,,
100002806,Drug,Xenobiotics,gabapentin,60142-96-3,D00332,HMDB05015,3446.0
100002807,Drug,Xenobiotics,venlafaxine,93413-69-5,C07187,HMDB05016,5656.0
100002808,Drug,Xenobiotics,,,,,
100002849,Chemical,Xenobiotics,ethyl glucuronide,17685-04-0,,HMDB10325,152226.0
100002856,Food Component/Plant,Xenobiotics,,,,,
100002869,,,1-erucoyl-GPC (22:1)*,,,,
100002871,Lysolipid,Lipid,1-adrenoyl-GPC (22:4)*,,,,
100002873,Lysolipid,Lipid,1-lignoceroyl-GPC (24:0),325171-59-3,,HMDB10405,
100002874,,,1-nervonoyl-GPC (24:1n9)*,,,,
100002875,Lysoplasmalogen,Lipid,1-(1-enyl-palmitoyl)-GPC (P-16:0)*,,,HMDB10407,10917802.0
100002876,Lysoplasmalogen,Lipid,1-(1-enyl-oleoyl)-GPC (P-18:1)*,,,HMDB10408,
100002877,Lysoplasmalogen,Lipid,1-(1-enyl-stearoyl)-GPC (P-18:0)*,,,HMDB13122,
100002910,Histidine Metabolism,Amino Acid,1-methyl-5-imidazoleacetate,4200-48-0,,HMDB04988,6451814.0
100002911,Secondary Bile Acid Metabolism,Lipid,glycoursodeoxycholate,64480-66-6,,HMDB00708,12310288.0
100002927,"Methionine, Cysteine, SAM and Taurine Metabolism",Amino Acid,S-methylcysteine sulfoxide,6853-87-8,,HMDB29432,82142.0
100002951,"Fatty Acid, Dicarboxylate",Lipid,eicosanedioate (C20-DC),2424-92-2,,,75502.0
100002952,"Fatty Acid, Dicarboxylate",Lipid,docosadioate (C22-DC),505-56-6,C19625,,244872.0
100002953,"Fatty Acid, Monohydroxy",Lipid,16-hydroxypalmitate,506-13-8,C18218,HMDB06294,10466.0
100002968,Drug,Xenobiotics,quinine,130-95-0,,,2728270.0
100002989,Diacylglycerol,Lipid,oleoyl-linoleoyl-glycerol (18:1/18:2) [1],106292-55-1,,HMDB07219,
100002990,Diacylglycerol,Lipid,oleoyl-linoleoyl-glycerol (18:1/18:2) [2],104346-53-4,,HMDB07219,
100003000,Lysoplasmalogen,Lipid,1-(1-enyl-palmitoyl)-GPE (P-16:0)*,,,,
100003001,Lysoplasmalogen,Lipid,1-(1-enyl-stearoyl)-GPE (P-18:0)*,,,,
100003008,Lysolipid,Lipid,2-stearoyl-GPI (18:0)*,,,,
100003009,Drug,Xenobiotics,doxycycline,24390-14-5,,,
100003101,Tocopherol Metabolism,Cofactors and Vitamins,alpha-CEHC glucuronide*,477200-36-5,,,134819285.0
100003109,Food Component/Plant,Xenobiotics,2-oxindole-3-acetate,2971-31-5,,HMDB35514,3080590.0
100003119,Endocannabinoid,Lipid,N-oleoyltaurine,52514-04-2,,,6437033.0
100003151,Fatty Acid Metabolism(Acyl Carnitine),Lipid,linoleoylcarnitine (C18:2)*,36816-10-1,,HMDB06469,6450015.0
100003163,Dipeptide,Peptide,isoleucylalanine,24787-73-3,,HMDB28900,5246009.0
100003169,Dipeptide,Peptide,isoleucylglycine,868-28-0,,HMDB28907,342532.0
100003200,Dipeptide,Peptide,phenylalanylleucine,3303-55-7,,,4078229.0
100003206,Dipeptide,Peptide,tryptophylleucine,13123-35-8,,HMDB29087,323786.0
100003210,Dipeptide,Peptide,valylleucine,22906-55-4,,HMDB29131,352039.0
100003240,Endocannabinoid,Lipid,N-stearoyltaurine,63155-80-6,,,168274.0
100003260,Glutamate Metabolism,Amino Acid,carboxyethyl-GABA,3/2/86,,HMDB02201,2572.0
100003271,,,beta-citrylglutamate,73590-26-8,C20775,,72715786.0
100003397,Phospholipid Metabolism,Lipid,trimethylamine N-oxide,1184-78-7,C01104,HMDB00925,1145.0
100003429,Food Component/Plant,Xenobiotics,equol sulfate,,,,
100003432,Food Component/Plant,Xenobiotics,dihydroferulate,1135-23-5,,,14340.0
100003434,Histidine Metabolism,Amino Acid,imidazole propionate,1074-59-5,,HMDB02271,70630.0
100003442,Drug,Xenobiotics,paroxetine,110429-49-8,"D02362,C07415",,43815.0
100003444,Drug,Xenobiotics,citalopram/escitalopram,219861-08-2,D07913,HMDB05028,146570.0
100003470,Steroid,Lipid,pregnanediol-3-glucuronide,1852-49-9,,HMDB10318,123796.0
100003473,Food Component/Plant,Xenobiotics,alliin,556-27-4,C08265,HMDB33592,87310.0
100003532,Dipeptide,Peptide,threonylalanine,56217-50-6,,HMDB29054,18218243.0
100003591,Dipeptide,Peptide,phenylalanylmethionine,15080-84-9,,,7010506.0
100003594,Dipeptide,Peptide,phenylalanyltryptophan,24587-41-5,,HMDB29006,134906.0
100003641,Dipeptide,Peptide,valylglycine,686-43-1,,HMDB29127,136487.0
100003651,Dipeptide,Peptide,methionylalanine,3061-96-9,,,
100003668,Dipeptide,Peptide,prolylalanine,6422-36-2,,HMDB29010,418041.0
100003674,Dipeptide,Peptide,prolylglycine,2578-57-6,,HMDB11178,6426709.0
100003686,Fatty Acid Metabolism(Acyl Glycine),Lipid,N-palmitoylglycine,2441-41-0,,HMDB13034,151008.0
100003696,Chemical,Xenobiotics,succinimide,123-56-8,C07273,,11439.0
100003769,Drug,Xenobiotics,norfluoxetine,83891-03-6,,HMDB60551,4541.0
100003892,Chemical,Xenobiotics,lanthionine,8/2/83,,,98504.0
100003901,Lysolipid,Lipid,2-stearoyl-GPE (18:0)*,,,HMDB11129,
100003926,Fatty Acid Metabolism(Acyl Carnitine),Lipid,(R)-3-hydroxybutyrylcarnitine,,,HMDB13127,53481617.0
100003964,Drug,Xenobiotics,,,,,
100003968,Drug,Xenobiotics,,,,,
100004015,Drug,Xenobiotics,diltiazem,33286-22-5,C06958,HMDB14487,39186.0
100004018,Drug,Xenobiotics,,,,,
100004046,Dipeptide Derivative,Peptide,N-acetylcarnosine,56353-15-2,,HMDB12881,9903482.0
100004054,Fatty Acid Metabolism(Acyl Carnitine),Lipid,margaroylcarnitine (C17)*,106182-29-0,,HMDB06210,
100004056,"Methionine, Cysteine, SAM and Taurine Metabolism",Amino Acid,N-methyltaurine,107-68-6,,,7882.0
100004083,Secondary Bile Acid Metabolism,Lipid,glycohyocholate,,,,
100004088,Food Component/Plant,Xenobiotics,retinal,,C00376,HMDB01358,638015.0
100004089,"Fatty Acid, Monohydroxy",Lipid,2-hydroxydecanoate,5393-81-7,,,21488.0
100004110,Benzoate Metabolism,Xenobiotics,3-methyl catechol sulfate (2),,,,
100004111,Benzoate Metabolism,Xenobiotics,4-methylcatechol sulfate,,,,
100004112,Benzoate Metabolism,Xenobiotics,3-methyl catechol sulfate (1),,,,
100004169,Drug,Xenobiotics,2-hydroxyibuprofen,51146-55-5,,HMDB60920,10443535.0
100004171,Drug,Xenobiotics,carboxyibuprofen,15935-54-3,,HMDB60564,10444113.0
100004173,Drug,Xenobiotics,O-desmethylvenlafaxine,300827-87-6,D07793,HMDB60532,125017.0
100004175,Drug,Xenobiotics,warfarin,5543-57-7,C01541,HMDB01935,
100004176,Drug,Xenobiotics,,,,,
100004177,Drug,Xenobiotics,hydroxypioglitazone (M-IV),146062-44-4,,,
100004182,Secondary Bile Acid Metabolism,Lipid,3b-hydroxy-5-cholenoic acid,5255-17-4,,HMDB00308,92997.0
100004208,Benzoate Metabolism,Xenobiotics,guaiacol sulfate,,,HMDB60013,22473.0
100004227,"Fatty Acid, Amino",Lipid,2-aminooctanoate,644-90-6,,HMDB00991,69522.0
100004241,Drug,Xenobiotics,,,,,
100004243,Tocopherol Metabolism,Cofactors and Vitamins,gamma-CEHC glucuronide*,,,,
100004295,Food Component/Plant,Xenobiotics,2-piperidinone,675-20-7,,HMDB11749,12665.0
100004299,Histidine Metabolism,Amino Acid,N-acetyl-1-methylhistidine*,,,,53859791.0
100004318,Food Component/Plant,Xenobiotics,indolin-2-one,59-48-3,C12312,,321710.0
100004321,Food Component/Plant,Xenobiotics,"2,8-quinolinediol sulfate",,,,
100004322,Chemical,Xenobiotics,2-aminophenol sulfate,,,HMDB61116,181670.0
100004326,Chemical,Xenobiotics,3-acetylphenol sulfate,,,,
100004328,Sphingolipid Metabolism,Lipid,"sphingomyelin (d18:1/14:0, d16:1/16:0)*",,,HMDB12097,11433862.0
100004329,Sphingolipid Metabolism,Lipid,"sphingomyelin (d18:2/16:0, d18:1/16:1)*",,,,
100004434,Food Component/Plant,Xenobiotics,1-methyl-beta-carboline-3-carboxylic acid,22329-38-0,,,5406157.0
100004494,Tobacco Metabolite,Xenobiotics,,,,,
100004499,Lysine Metabolism,Amino Acid,6-oxopiperidine-2-carboxylate,34622-39-4,,HMDB61705,3014237.0
100004509,Food Component/Plant,Xenobiotics,S-allylcysteine,21593-77-1,,HMDB34323,98280.0
100004518,Drug,Xenobiotics,,,,,
100004523,Urea cycle; Arginine and Proline Metabolism,Amino Acid,N-delta-acetylornithine,,,,9920500.0
100004541,Polyamine Metabolism,Amino Acid,acisoga,106692-36-8,,,129397.0
100004542,"Fatty Acid, Amino",Lipid,2-aminoheptanoate,1115-90-8,,,227939.0
100004552,Lysolipid,Lipid,1-eicosapentaenoyl-GPE (20:5)*,,,HMDB11489,
100004555,Chemical,Xenobiotics,benzoylcarnitine*,105450-08-6,,,
100004575,Urea cycle; Arginine and Proline Metabolism,Amino Acid,"N2,N5-diacetylornithine",39825-23-5,,,65977.0
100004634,Phenylalanine and Tyrosine Metabolism,Amino Acid,3-methoxytyramine sulfate,,,,
100004635,"Methionine, Cysteine, SAM and Taurine Metabolism",Amino Acid,methionine sulfone,820-10-0,,,69961.0
100004646,Dipeptide,Peptide,cyclo(ala-pro),,,,6428987.0
100005350,Lysolipid,Lipid,1-linolenoyl-GPC (18:3)*,,,HMDB10388,
100005351,Lysolipid,Lipid,1-eicosapentaenoyl-GPC (20:5)*,,,,
100005352,Lysolipid,Lipid,1-eicosenoyl-GPC (20:1)*,,,HMDB10391,
100005367,Food Component/Plant,Xenobiotics,N-acetylalliin,,,,
100005371,Lysolipid,Lipid,1-dihomo-linolenoyl-GPE (20:3n3 or 6)*,,,,
100005372,Lysoplasmalogen,Lipid,1-(1-enyl-oleoyl)-GPE (P-18:1)*,,,,
100005384,Chemical,Xenobiotics,O-sulfo-L-tyrosine,,,,514186.0
100005389,Food Component/Plant,Xenobiotics,ferulic acid 4-sulfate,86321-29-1,,HMDB29200,6305574.0
100005391,Phenylalanine and Tyrosine Metabolism,Amino Acid,3-(3-hydroxyphenyl)propionate sulfate,86321-32-6,,,187488.0
100005402,Steroid,Lipid,11-ketoetiocholanolone glucuronide,17181-16-7,,,
100005403,Steroid,Lipid,etiocholanolone glucuronide,9/3/02,,HMDB04484,270605.0
100005418,Steroid,Lipid,17alpha-hydroxypregnanolone glucuronide,,,,
100005466,"Methionine, Cysteine, SAM and Taurine Metabolism",Amino Acid,N-acetyltaurine,,,,159864.0
100005673,Lysolipid,Lipid,1-docosapentaenoyl-GPC (22:5n6)*,,,,
100005714,Lysolipid,Lipid,1-linolenoyl-GPE (18:3)*,,,,
100005716,Lysolipid,Lipid,1-oleoyl-GPG (18:1)*,,,,
100005717,Lysolipid,Lipid,1-palmitoyl-GPG (16:0)*,,,,3300276.0
100005818,Food Component/Plant,Xenobiotics,N-acetyl-S-allyl-L-cysteine,23127-41-5,,,152467.0
100005834,"Fatty Acid, Monohydroxy",Lipid,9-hydroxystearate,25498-28-6,,HMDB61661,9570127.0
100005837,Drug,Xenobiotics,,,,,
100005850,Lysine Metabolism,Amino Acid,3-methylglutarylcarnitine (2),,,HMDB00552,128145.0
100005864,Food Component/Plant,Xenobiotics,methyl glucopyranoside (alpha + beta),,,,
100005972,Tocopherol Metabolism,Cofactors and Vitamins,alpha-CEHC sulfate,,,,
100005977,,,alpha-CMBHC glucuronide,,,,
100005985,Sphingolipid Metabolism,Lipid,"sphingomyelin (d18:2/14:0, d18:1/14:1)*",,,,
100005986,Sphingolipid Metabolism,Lipid,"sphingomyelin (d18:1/24:1, d18:2/24:0)*",94359-13-4,,HMDB12107,
100005996,Fatty Acid Metabolism(Acyl Carnitine),Lipid,octadecenedioylcarnitine (C18:1-DC)*,251981-06-3,,,
100006001,Drug,Xenobiotics,,,,,
100006005,Steroid,Lipid,"5alpha-androstan-3alpha,17beta-diol monosulfate (2)",,,,
100006051,Fatty Acid Metabolism(Acyl Carnitine),Lipid,myristoleoylcarnitine (C14:1)*,889848-55-9,,,90659872.0
100006056,Phenylalanine and Tyrosine Metabolism,Amino Acid,N-formylphenylalanine,13200-85-6,,,759256.0
100006065,Dipeptide,Peptide,cyclo(pro-val),2854-40-2,,,98951.0
100006082,Chemical,Xenobiotics,4-hydroxychlorothalonil,28343-61-5,,,34217.0
100006089,Food Component/Plant,Xenobiotics,isoeugenol sulfate,,,,
100006092,Phenylalanine and Tyrosine Metabolism,Amino Acid,tyramine O-sulfate,30223-92-8,,HMDB06409,153005.0
100006098,Chemical,Xenobiotics,3-hydroxypyridine sulfate,1955-23-3,,,
100006106,Food Component/Plant,Xenobiotics,maltol sulfate,,,,
100006108,Phenylalanine and Tyrosine Metabolism,Amino Acid,phenylacetylcarnitine,287108-21-8,,,101724840.0
100006115,Pentose Metabolism,Carbohydrate,arabonate/xylonate,,,,
100006116,Benzoate Metabolism,Xenobiotics,methyl-4-hydroxybenzoate sulfate,,,,
100006121,Monoacylglycerol,Lipid,1-dihomo-linolenylglycerol (20:3),,,,
100006126,Food Component/Plant,Xenobiotics,4-vinylguaiacol sulfate,,,,
100006129,,,vanillactate,2475-56-1,,HMDB00913,160637.0
100006171,Food Component/Plant,Xenobiotics,eugenol sulfate,95480-60-7,,,180632.0
100006173,Steroid,Lipid,pregnanolone/allopregnanolone sulfate,,,,
100006181,Drug,Xenobiotics,,,,,
100006184,Chemical,Xenobiotics,2-methoxyresorcinol sulfate,1446269-78-8,,,
100006187,Drug,Xenobiotics,,,,,
100006190,Drug,Xenobiotics,2-acetamidophenol sulfate,40712-60-5,,,181671.0
100006191,Phenylalanine and Tyrosine Metabolism,Amino Acid,p-cresol glucuronide*,17680-99-8,,HMDB11686,154035.0
100006203,Food Component/Plant,Xenobiotics,acesulfame,55589-62-3,,HMDB33585,36573.0
100006232,Drug,Xenobiotics,valsartan,137862-53-4,,,5650.0
100006239,Drug,Xenobiotics,,,,,
100006260,Chemical,Xenobiotics,6-hydroxyindole sulfate,,,,122198196.0
100006264,Benzoate Metabolism,Xenobiotics,propyl 4-hydroxybenzoate sulfate,162338-10-5,,,
100006282,Food Component/Plant,Xenobiotics,umbelliferone sulfate,69526-88-1,,,129659.0
100006290,Sphingolipid Metabolism,Lipid,"sphingomyelin (d18:1/20:0, d16:1/22:0)*",,,HMDB12102,
100006292,Sphingolipid Metabolism,Lipid,"sphingomyelin (d18:1/20:1, d18:2/20:0)*",222403-67-0,,,
100006293,Sphingolipid Metabolism,Lipid,"sphingomyelin (d18:1/20:2, d18:2/20:1, d16:1/22:2)*",,,,
100006294,Sphingolipid Metabolism,Lipid,behenoyl sphingomyelin (d18:1/22:0)*,,,HMDB12103,
100006295,Sphingolipid Metabolism,Lipid,"sphingomyelin (d18:1/22:1, d18:2/22:0, d16:1/24:1)*",,,HMDB12104,
100006296,Sphingolipid Metabolism,Lipid,"sphingomyelin (d18:1/22:2, d18:2/22:1, d16:1/24:2)*",,,,
100006298,Sphingolipid Metabolism,Lipid,lignoceroyl sphingomyelin (d18:1/24:0),60037-60-7,,,
100006314,Sphingolipid Metabolism,Lipid,"sphingomyelin (d17:1/16:0, d18:1/15:0, d16:1/17:0)*",121999-58-4,,,
100006360,Phenylalanine and Tyrosine Metabolism,Amino Acid,dopamine 4-sulfate,,C13691,HMDB04148,123932.0
100006361,Phenylalanine and Tyrosine Metabolism,Amino Acid,dopamine 3-O-sulfate,,C13690,HMDB06275,122136.0
100006363,Food Component/Plant,Xenobiotics,daidzein sulfate (2),,,,12114465.0
100006367,"Fatty Acid, Monohydroxy",Lipid,3-hydroxyhexanoate,10191-24-9,,,151492.0
100006370,Sterol,Lipid,3beta-hydroxy-5-cholestenoate,6561-58-6,C17333,,165511.0
100006373,Chemical,Xenobiotics,"1,2,3-benzenetriol sulfate (1)",,,,
100006374,Chemical,Xenobiotics,"1,2,3-benzenetriol sulfate (2)",,,,
100006375,Benzoate Metabolism,Xenobiotics,3-methoxycatechol sulfate (1),,,,
100006378,Tryptophan Metabolism,Amino Acid,N-acetylkynurenine (2),,,,
100006379,Tryptophan Metabolism,Amino Acid,C-glycosyltryptophan,180509-18-6,,,10981970.0
100006381,Drug,Xenobiotics,tramadol,27203-92-5,C07153,HMDB14339,33741.0
100006382,Drug,Xenobiotics,,,,,
100006383,Drug,Xenobiotics,O-desmethyltramadol glucuronide,383891-39-2,,,
100006384,Drug,Xenobiotics,,,,,
100006385,Drug,Xenobiotics,alpha-hydroxymetoprolol,56392-16-6,,HMDB60994,114962.0
100006430,Pentose Metabolism,Carbohydrate,arabitol/xylitol,,C01904,,6912.0
100006432,Drug,Xenobiotics,,,,,
100006435,Aminosugar Metabolism,Carbohydrate,N-acetylglucosamine/N-acetylgalactosamine,,,HMDB00215,24139.0
100006614,Fatty Acid Metabolism(Acyl Carnitine),Lipid,adipoylcarnitine (C6-DC),,,HMDB61677,71296139.0
100006620,Fatty Acid Metabolism(Acyl Carnitine),Lipid,nonanoylcarnitine (C9),,,HMDB13288,
100006627,Fatty Acid Metabolism(Acyl Carnitine),Lipid,suberoylcarnitine (C8-DC),,,,
100006641,Primary Bile Acid Metabolism,Lipid,glycochenodeoxycholate 3-sulfate,,,,
100006642,Secondary Bile Acid Metabolism,Lipid,glycodeoxycholate 3-sulfate,,,,
100006644,Secondary Bile Acid Metabolism,Lipid,taurodeoxycholic acid 3-sulfate,,,,
100006651,Food Component/Plant,Xenobiotics,"trans-3,4-methyleneheptanoate",,,,
100006726,Endocannabinoid,Lipid,linoleoyl ethanolamide,68171-52-8,,HMDB12252,5283446.0
100008903,Phospholipid Metabolism,Lipid,"1,2-dilinoleoyl-GPC (18:2/18:2)",998-06-1,,HMDB08138,5288075.0
100008904,Phospholipid Metabolism,Lipid,1-stearoyl-2-oleoyl-GPC (18:0/18:1),56421-10-4,,HMDB08038,
100008914,Phospholipid Metabolism,Lipid,1-palmitoyl-2-arachidonoyl-GPC (16:0/20:4n6),35418-58-7,,HMDB07982,10747814.0
100008915,Phospholipid Metabolism,Lipid,1-palmitoyl-2-docosahexaenoyl-GPC (16:0/22:6),59403-54-2,,HMDB07991,6441886.0
100008916,Phospholipid Metabolism,Lipid,1-stearoyl-2-docosahexaenoyl-GPC (18:0/22:6),59403-52-0,,HMDB08057,
100008917,Plasmalogen,Lipid,1-(1-enyl-stearoyl)-2-oleoyl-GPC (P-18:0/18:1),799268-63-6,,HMDB11243,
100008918,Plasmalogen,Lipid,1-(1-enyl-stearoyl)-2-arachidonoyl-GPC (P-18:0/20:4),97802-56-7,,HMDB11253,
100008919,Plasmalogen,Lipid,1-(1-enyl-stearoyl)-2-oleoyl-GPE (P-18:0/18:1),144371-68-6,,HMDB11375,
100008920,Sphingolipid Metabolism,Lipid,"sphingomyelin (d18:1/17:0, d17:1/18:0, d19:1/16:0)",121999-64-2,,,
100008921,Phospholipid Metabolism,Lipid,1-palmitoyl-2-stearoyl-GPC (16:0/18:0),59403-51-9,,HMDB07970,
100008928,"Methionine, Cysteine, SAM and Taurine Metabolism",Amino Acid,2-hydroxybutyrate/2-hydroxyisobutyrate,,,,
100008929,TCA Cycle,Energy,2-methylcitrate/homocitrate,,,,
100008930,Long Chain Fatty Acid,Lipid,oleate/vaccenate (18:1),,,,
100008939,Dipeptide,Peptide,isoleucylleucine/leucylisoleucine,,,,
100008941,Drug,Xenobiotics,,,,,
100008943,Drug,Xenobiotics,pregabalin,148553-50-8,,,4715169.0
100008947,,,,,,,
100008950,Drug,Xenobiotics,,,,,
100008951,Dipeptide,Peptide,leucylphenylalanine/isoleucylphenylalanine,,,,
100008952,Monoacylglycerol,Lipid,1-palmitoleoylglycerol (16:1)*,,,HMDB11565,
100008954,Sphingolipid Metabolism,Lipid,palmitoyl dihydrosphingomyelin (d18:0/16:0)*,,,,9939965.0
100008955,Sphingolipid Metabolism,Lipid,tricosanoyl sphingomyelin (d18:1/23:0)*,,,HMDB12105,
